GEOID,NAME,ABBR,year,index_id,index_label,index_type,category,dimension,index_level,n_members,frac_present,index_score_100
28,Mississippi,MS,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,42.90978736502909
29,Missouri,MO,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.133775293817834
30,Montana,MT,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,52.45784940782958
31,Nebraska,NE,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.64272160594382
32,Nevada,NV,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,48.1624062907788
33,New Hampshire,NH,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,37.284364326902434
34,New Jersey,NJ,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,50.1462949511601
35,New Mexico,NM,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,60.30425604014793
36,New York,NY,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,48.11065325481346
37,North Carolina,NC,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,45.89455849494897
38,North Dakota,ND,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,40.37542361137207
39,Ohio,OH,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,53.45987142256162
40,Oklahoma,OK,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,61.84767945695933
41,Oregon,OR,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.60199100379168
42,Pennsylvania,PA,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,45.73495667698616
44,Rhode Island,RI,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.12115246136686
45,South Carolina,SC,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,37.47473048158996
46,South Dakota,SD,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,60.86110763891223
47,Tennessee,TN,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.31561886709045
48,Texas,TX,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,57.50171692292591
49,Utah,UT,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,66.47103055827326
50,Vermont,VT,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,38.5070456461881
51,Virginia,VA,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,49.111766703324186
53,Washington,WA,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,47.972779399822116
54,West Virginia,WV,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,40.456896359787734
55,Wisconsin,WI,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,41.96932373177971
56,Wyoming,WY,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,1,34.16199159503288
72,Puerto Rico,PR,2024,index_eq_living_arrangements,Community Living Arrangements Index (Equity),scorecard_index,CL,equity,scorecard,4,0,NA
000,United States,USA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,52.009201799216065
01,Alabama,AL,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,53.89297591416235
02,Alaska,AK,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,62.12844096054228
04,Arizona,AZ,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,52.212240444602486
05,Arkansas,AR,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,45.90073195116758
06,California,CA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,60.61977332103031
08,Colorado,CO,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,57.662766642259676
09,Connecticut,CT,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,43.85758802069952
10,Delaware,DE,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,58.19122262960953
11,District of Columbia,DC,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,52.85612157802294
12,Florida,FL,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,60.04951100383152
13,Georgia,GA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,60.460256250066635
15,Hawaii,HI,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,65.88166235793605
16,Idaho,ID,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,61.15800923934273
17,Illinois,IL,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,42.848590148235665
18,Indiana,IN,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,49.9611122059291
19,Iowa,IA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,38.25092887904728
20,Kansas,KS,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,38.35706813802295
21,Kentucky,KY,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,43.29112600038922
22,Louisiana,LA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,48.55674583179927
23,Maine,ME,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,36.08773525838105
24,Maryland,MD,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,55.71219974227732
25,Massachusetts,MA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,43.25785726725233
26,Michigan,MI,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,46.602213084920216
27,Minnesota,MN,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,43.845960516609004
28,Mississippi,MS,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,50.56528359713997
29,Missouri,MO,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,46.731635239875075
30,Montana,MT,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,46.728627953667775
31,Nebraska,NE,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,38.386859693858014
32,Nevada,NV,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,58.29922701950768
33,New Hampshire,NH,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,46.14058477689042
34,New Jersey,NJ,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,49.5622718602425
35,New Mexico,NM,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,42.67065670597787
36,New York,NY,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,49.1795371036971
37,North Carolina,NC,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,51.62767446255286
38,North Dakota,ND,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,36.69129953053411
39,Ohio,OH,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,45.95893219339899
40,Oklahoma,OK,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,47.37325812815698
41,Oregon,OR,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,55.71726831449581
42,Pennsylvania,PA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,44.5953988613997
44,Rhode Island,RI,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,50.479607325387526
45,South Carolina,SC,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,55.34795513862571
46,South Dakota,SD,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,45.24646399153628
47,Tennessee,TN,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,49.29078122770038
48,Texas,TX,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,56.73681742065652
49,Utah,UT,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,59.53140819470099
50,Vermont,VT,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,35.83121064781808
51,Virginia,VA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,46.45916206870856
53,Washington,WA,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,62.09651260811927
54,West Virginia,WV,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,39.2793041851145
55,Wisconsin,WI,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,45.20167727193603
56,Wyoming,WY,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,53.48381191952856
72,Puerto Rico,PR,2024,index_eq_community_participation,Community Participation Index (Equity),category_index,CP,equity,category,4,1,40.801713864442384
000,United States,USA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,54.25091930700739
01,Alabama,AL,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,48.056378502557365
02,Alaska,AK,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,56.53615707429337
04,Arizona,AZ,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,27.565537289225066
05,Arkansas,AR,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,43.133937238804336
06,California,CA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,51.57363340834249
08,Colorado,CO,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,72.28641449707965
09,Connecticut,CT,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,53.97462958163794
10,Delaware,DE,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,58.53375574901956
11,District of Columbia,DC,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,99.90290097142974
12,Florida,FL,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,46.088951602314445
13,Georgia,GA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,58.42961863641834
15,Hawaii,HI,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,69.03295879089518
16,Idaho,ID,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,54.250919307007266
17,Illinois,IL,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,64.06123444071842
18,Indiana,IN,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,44.07055556865748
19,Iowa,IA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,26.641398688416018
20,Kansas,KS,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,27.508309835291424
21,Kentucky,KY,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,31.33328306162425
22,Louisiana,LA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,30.07379957525445
23,Maine,ME,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,37.63994102538823
24,Maryland,MD,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,54.939243550072234
25,Massachusetts,MA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,43.70408610602915
26,Michigan,MI,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,38.62403570895411
27,Minnesota,MN,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,53.258504186453514
28,Mississippi,MS,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,40.74907174251896
29,Missouri,MO,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,37.07066768214813
30,Montana,MT,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,47.37375486107474
31,Nebraska,NE,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,21.070952954208792
32,Nevada,NV,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,44.31163829252039
33,New Hampshire,NH,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,24.43542793505592
34,New Jersey,NJ,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,53.55200728462738
35,New Mexico,NM,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,28.243411804209067
36,New York,NY,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,49.67193281547868
37,North Carolina,NC,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,65.64530221933487
38,North Dakota,ND,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,38.47410480952479
39,Ohio,OH,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,44.1903897243126
40,Oklahoma,OK,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,28.91583997604797
41,Oregon,OR,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,65.35333878232775
42,Pennsylvania,PA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,56.947068530826556
44,Rhode Island,RI,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,72.92257282250745
45,South Carolina,SC,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,49.71933769788459
46,South Dakota,SD,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,40.90255790704
47,Tennessee,TN,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,53.653989210989735
48,Texas,TX,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,52.72233906751066
49,Utah,UT,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,45.32955044791045
50,Vermont,VT,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,28.85046970526511
51,Virginia,VA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,56.863987135442294
53,Washington,WA,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,81.8113393373021
54,West Virginia,WV,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,28.21785755423707
55,Wisconsin,WI,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,41.450188606943925
56,Wyoming,WY,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,46.480419307066065
72,Puerto Rico,PR,2024,index_eq_commute,Transportation Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,37.105644693363246
000,United States,USA,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,48.18350084360114
01,Alabama,AL,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,77.26403912223446
02,Alaska,AK,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,52.38863048827146
04,Arizona,AZ,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,49.50317438365286
05,Arkansas,AR,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,65.13103629286537
06,California,CA,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,62.918752746097226
08,Colorado,CO,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,24.10328952969214
09,Connecticut,CT,2024,index_eq_education,Education Access Index (Equity),scorecard_index,CP,equity,scorecard,2,1,45.56064770637116
