GEOID,NAME,ABBR,year,index_id,index_label,index_type,category,dimension,index_level,n_members,frac_present,index_score_100
19,Iowa,IA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,37.67264196774399
20,Kansas,KS,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,41.34234522084451
21,Kentucky,KY,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,30.688871756293878
22,Louisiana,LA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,37.508714856606495
23,Maine,ME,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,31.264027025862607
24,Maryland,MD,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,74.88411808040591
25,Massachusetts,MA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,25.137653066007015
26,Michigan,MI,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,42.98257662550409
27,Minnesota,MN,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,39.16121540758734
28,Mississippi,MS,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,28.162364267636352
29,Missouri,MO,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,42.08571785347746
30,Montana,MT,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,43.23828974748428
31,Nebraska,NE,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,37.15900455449691
32,Nevada,NV,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,96.68823946194833
33,New Hampshire,NH,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,71.60734547838136
34,New Jersey,NJ,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,53.98586424885747
35,New Mexico,NM,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,40.322970842764484
36,New York,NY,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,41.44452316206554
37,North Carolina,NC,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,36.784745405848575
38,North Dakota,ND,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,9.07885199914694
39,Ohio,OH,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,39.50500673828855
40,Oklahoma,OK,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,61.046684112442186
41,Oregon,OR,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,85.41386210694931
42,Pennsylvania,PA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,26.058469926460187
44,Rhode Island,RI,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,24.199573450525126
45,South Carolina,SC,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,42.43815488213019
46,South Dakota,SD,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,34.66147561538714
47,Tennessee,TN,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,23.567776358505537
48,Texas,TX,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,81.18170966439934
49,Utah,UT,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,96.42416061179345
50,Vermont,VT,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,34.70431997625236
51,Virginia,VA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,35.72821887501573
53,Washington,WA,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,87.20164534193749
54,West Virginia,WV,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,5.4648853337259835
55,Wisconsin,WI,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,41.760865686644586
56,Wyoming,WY,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,54.970841810518436
72,Puerto Rico,PR,2024,index_eq_tech,Tech Access Index (Equity),scorecard_index,CP,equity,scorecard,3,1,8.616404797123286
000,United States,USA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,47.90392579265851
01,Alabama,AL,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,51.2636846602458
02,Alaska,AK,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.93118965465818
04,Arizona,AZ,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,55.338645827492336
05,Arkansas,AR,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,55.22305635981485
06,California,CA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,54.455708412926924
08,Colorado,CO,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,43.55432635516759
09,Connecticut,CT,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,41.67544570003758
10,Delaware,DE,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,39.21336255543818
11,District of Columbia,DC,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,42.73925029948035
12,Florida,FL,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,58.16616914747041
13,Georgia,GA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,46.93218777723595
15,Hawaii,HI,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,55.90796445504574
16,Idaho,ID,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.9370900702543
17,Illinois,IL,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,46.06395896424223
18,Indiana,IN,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,52.27918163748751
19,Iowa,IA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,48.257267157627126
20,Kansas,KS,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,49.84479391594318
21,Kentucky,KY,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.28114159795932
22,Louisiana,LA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,48.68317147841236
23,Maine,ME,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,62.52720769510067
24,Maryland,MD,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,44.49092092209885
25,Massachusetts,MA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,43.8190830827606
26,Michigan,MI,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,47.81373116699629
27,Minnesota,MN,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,50.80988445228274
28,Mississippi,MS,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.143906323540456
29,Missouri,MO,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,54.239455477105864
30,Montana,MT,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.677271735351425
31,Nebraska,NE,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,54.125421871887156
32,Nevada,NV,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,54.72651732713461
33,New Hampshire,NH,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,44.22046171494382
34,New Jersey,NJ,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,36.675460709675
35,New Mexico,NM,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.91104783888106
36,New York,NY,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,52.898405365041214
37,North Carolina,NC,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,51.63622402033994
38,North Dakota,ND,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.158855102206374
39,Ohio,OH,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,47.119789651517394
40,Oklahoma,OK,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,56.255384617583694
41,Oregon,OR,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,55.28643548944399
42,Pennsylvania,PA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,48.23379137455356
44,Rhode Island,RI,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,45.502097409915166
45,South Carolina,SC,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,51.7471912768432
46,South Dakota,SD,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,48.218956220282294
47,Tennessee,TN,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,51.02016406195618
48,Texas,TX,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,49.871795201881056
49,Utah,UT,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,50.38413434042234
50,Vermont,VT,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.29570670384303
51,Virginia,VA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,37.799864395262055
53,Washington,WA,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,45.40130297720948
54,West Virginia,WV,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,52.451016703986674
55,Wisconsin,WI,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,47.93936878896204
56,Wyoming,WY,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,50.607221026929174
72,Puerto Rico,PR,2024,index_eq_all_work_indicators,All Work Indicators Index (Equity),category_index,WE,equity,category,2,1,53.870291975720065
000,United States,USA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,0.5,47.90392579265851
01,Alabama,AL,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,63.79636169030193
02,Alaska,AK,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,48.84249146448776
04,Arizona,AZ,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,44.37413589167515
05,Arkansas,AR,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,73.68780321167986
06,California,CA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,27.63952917005044
08,Colorado,CO,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,27.471699074018815
09,Connecticut,CT,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,29.819518146533337
10,Delaware,DE,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,43.52810298960815
11,District of Columbia,DC,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,38.7651758141248
12,Florida,FL,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,31.94510332101455
13,Georgia,GA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,41.79387698805457
15,Hawaii,HI,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,28.984212604416907
16,Idaho,ID,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,51.80111648677684
17,Illinois,IL,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,46.333579208631505
18,Indiana,IN,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,67.4607924181425
19,Iowa,IA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,66.68166260859223
20,Kansas,KS,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,66.03755332952355
21,Kentucky,KY,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,70.6056824935039
22,Louisiana,LA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,51.1349888112914
23,Maine,ME,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,69.89026046313334
24,Maryland,MD,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,33.31765853390057
25,Massachusetts,MA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,32.462120005735386
26,Michigan,MI,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,58.31649307640017
27,Minnesota,MN,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,56.8673595607973
28,Mississippi,MS,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,63.124133387587776
29,Missouri,MO,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,69.99526441063844
30,Montana,MT,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,53.921449506355515
31,Nebraska,NE,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,64.54312316653574
32,Nevada,NV,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,37.37106279612223
33,New Hampshire,NH,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,48.1121315780199
34,New Jersey,NJ,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,20.731201390438034
35,New Mexico,NM,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,59.265646016591134
36,New York,NY,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,31.946013430827346
37,North Carolina,NC,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,52.09707100813547
38,North Dakota,ND,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,70.79540851018061
39,Ohio,OH,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,64.03029230541013
40,Oklahoma,OK,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,68.32139535970855
41,Oregon,OR,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,45.75498254694585
42,Pennsylvania,PA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,61.979173508897425
44,Rhode Island,RI,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,42.59054288468097
45,South Carolina,SC,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,51.10576710898293
46,South Dakota,SD,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,60.90116410317559
47,Tennessee,TN,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,58.837799354475784
48,Texas,TX,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,35.45740784909574
49,Utah,UT,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,40.51874952478461
50,Vermont,VT,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,53.64556055472072
51,Virginia,VA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,36.74373746129234
53,Washington,WA,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,36.81174658210921
54,West Virginia,WV,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,71.60474031229896
55,Wisconsin,WI,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,59.46260605235101
56,Wyoming,WY,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,1,56.91891149273842
72,Puerto Rico,PR,2024,index_eq_work_economic,Work-Economic Index (Equity),category_index,WE,equity,category,2,0.5,53.870291975720065
000,United States,USA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,0,NA
01,Alabama,AL,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,76.32903872035806
02,Alaska,AK,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,43.75379327431733
04,Arizona,AZ,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,33.40962595585796
05,Arkansas,AR,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,92.15255006354488
06,California,CA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,0.8233499271739575
08,Colorado,CO,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,11.389071792870041
09,Connecticut,CT,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,17.963590593029096
10,Delaware,DE,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,47.84284342377812
11,District of Columbia,DC,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,34.79110132876926
12,Florida,FL,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,5.7240374945586865
13,Georgia,GA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,36.65556619887319
15,Hawaii,HI,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,2.060460753788071
16,Idaho,ID,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,49.66514290329938
17,Illinois,IL,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,46.60319945302077
18,Indiana,IN,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,82.6424031987975
19,Iowa,IA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,85.10605805955733
20,Kansas,KS,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,82.23031274310392
21,Kentucky,KY,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,87.93022338904848
22,Louisiana,LA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,53.58680614417044
23,Maine,ME,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,77.25331323116602
24,Maryland,MD,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,22.144396145702288
25,Massachusetts,MA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,21.10515692871018
26,Michigan,MI,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,68.81925498580405
27,Minnesota,MN,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,62.92483466931185
28,Mississippi,MS,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,73.1043604516351
29,Missouri,MO,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,85.75107334417103
30,Montana,MT,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,54.165627277359604
31,Nebraska,NE,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,74.96082446118432
32,Nevada,NV,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,20.01560826510986
33,New Hampshire,NH,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,52.00380144109598
34,New Jersey,NJ,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,4.786942071201068
35,New Mexico,NM,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,64.62024419430121
36,New York,NY,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,10.993621496613478
37,North Carolina,NC,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,52.55791799593101
38,North Dakota,ND,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,88.43196191815483
39,Ohio,OH,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,80.94079495930286
40,Oklahoma,OK,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,80.3874061018334
41,Oregon,OR,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,36.223529604447705
42,Pennsylvania,PA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,75.72455564324129
44,Rhode Island,RI,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,39.67898835944678
45,South Carolina,SC,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,50.46434294112266
46,South Dakota,SD,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,73.58337198606888
47,Tennessee,TN,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,66.65543464699539
48,Texas,TX,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,21.04302049631042
49,Utah,UT,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,30.65336470914687
50,Vermont,VT,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,53.9954144055984
51,Virginia,VA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,35.68761052732263
53,Washington,WA,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,28.22219018700894
54,West Virginia,WV,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,90.75846392061123
55,Wisconsin,WI,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,70.98584331573998
56,Wyoming,WY,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,1,63.230601958547666
72,Puerto Rico,PR,2024,index_eq_housing_affordability,Housing Affordability Index (Equity),scorecard_index,WE,equity,scorecard,2,0,NA
000,United States,USA,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,50.46418300976375
01,Alabama,AL,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,44.74741490640929
02,Alaska,AK,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,37.8025967348859
04,Arizona,AZ,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,29.85940926774566
05,Arkansas,AR,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,60.75505635996958
06,California,CA,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,42.76587747874911
08,Colorado,CO,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,37.02292063372848
09,Connecticut,CT,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,69.29474842938987
10,Delaware,DE,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,25.135340949499717
11,District of Columbia,DC,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,72.79761611063022
12,Florida,FL,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,43.54614387755213
13,Georgia,GA,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,40.77347742476689
15,Hawaii,HI,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,33.116018005252066
16,Idaho,ID,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,18.671443353590064
17,Illinois,IL,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,53.894840881419434
18,Indiana,IN,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,55.294194070981085
19,Iowa,IA,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,49.54270403667804
20,Kansas,KS,2024,index_eq_negative_work,Negative Work Indicators Index (Equity),scorecard_index,WE,equity,scorecard,3,1,47.41025701576567
